Id,Title,Content,HouseTypeCssClass
896685,"Bán nhà 2 mặt tiền Hồ Bá Kiện 4x15m trệt lầu giá chỉ 11,5 tỷ !","Bán gấp căn nhà 2 mặt tiền đường Hồ Bá Kiện, 4x15m, trệt lầu, mặt tiền kinh doanh, hẻm sau thông thoáng ra đường Tô Hiến Thành, khu kinh doanh cực tốt.Khẳng định không có căn thứ hai trên thị trường ! - Giá bán cực rẻ chỉ 11,5 tỷ, nhà bán trong tháng 7! Liên hệ xem nhà ngay 0931830212 - 0915173553 Hoàng Tăng BDS triệu đô",tp-house
552284,"Cần tiền bán dãy trọ Đặng Văn Ngữ , (10x31m - 21.5 tỷ ) HXH tiện xây","Bán nhà 2 mặt tiền hẻm xe hơi Đặng Văn Ngữ ,Phú Nhận , góc ngã tư Lê Văn Sỹ , giáp Phú Nhuận, Quận 3, 10 phut đi quận 1, sân bay. - Vị trí: 2 mặt tiền , bao gồm 1 hẻm hong, hẻm xe hơi vào nhà ,cách mặt tiền 20m. - Hiện trạng: nhà cấp 4, cho thuê nhà trọ, hết tuần lấy lại nhà , thích hợp xây căn hộ . - Diện tích: 10 x31m ( vuông vức, không lỗi phong thủy ) - Giá: 21.5 Tỷ (tl) - Cần tiền bán gấp, giấy tờ chính chủ, pháp lý rõ ràng, thương lượng giá tốt cho khách thiện chí thanh toan nhanh. Liên hệ xem : Dũng -0931844947",tp-house
586622,"Bán nhà nát (đất) mặt tiền đường số 85, P. Tân Quy, Quận 7, TPHCM","Nhà cấp 4 đường số 85 diện tích 5,6x21m (nở hậu 6m3). Tổng DT: 123,3m2. Ưu điểm nhà nát thích hợp xây dựng mới. GPXD: Hầm trệt, lửng, 3 lầu và áp mái. Khu vực sầm uất dễ kinh doanh đầu tư, không ngập nước sát Lotte, ngay song song Nguyễn Thị Thập. Lô đất lớn giá tốt của thị trường đường số 85 thích hợp để mua đầu tư xây dựng CHDV, KS, VP. Giá 13.5 tỷ. (TL). Xem thêm chi tiết tại webside bên dưới. http://batdongsanquan7giare.vn/ Liên hệ: 0903 038 368 Thành. Tìm kiếm theo từ khóa:  Bán nhà mặt phố phường Tân Quy ,  Bán nhà mặt phố phường Tân Quy Quận 7 ,  Bán nhà mặt phố đường Số 85 ,  Bán nhà mặt phố đường Số 85 Quận 7 ,  Bán nhà mặt phố đường Số 85 phường Tân Quy",tp-house
92914,"Bán gấp nhà 2 MT đường Trần Khắc Chân, P. Tân Định, Q1. 8m x 15m, giá 26.9 tỷ","- Nhà bán căn nhà 2 mặt tiền đường Trần Khắc Chân, Tân Định, Q1, TP. HCM. - Phố kinh doanh đa ngành nghề: Thời trang, thẩm mỹ viện, spa phòng mạch, nhà thuốc... - Đầy đủ tiện ích: Trung tâm hành chính, trường học, bệnh viện, ngân hàng, khách sạn, nhà hàng, siêu thị... - Diện tích: 8m x 15m. - Giá bán: 26.9 tỷ. Liên hệ xem \nhà chính chủ\"" - 24/24h. Tuấn Anh: 0904420160""",tp-house
1806254,Nhà Bán Cấp 4 ( 1 lầu ) 36m2  Tại Vĩnh Lộc A Giá Rẽ 910 triệu,"Mình đang bán nhà trên đường NỮ Dân Công – Vĩnh Lộc a, đường bê tông rộng thông thoáng, đi lại thuận tiên, gần chợ , Rất thuận tiện để an cư lạc nghiệp. 
-Nhà thiết kế 1 trệt 1 lầu: 2 phòng ngủ- 1 phòng khách- bếp- 2 vệ sinh-căn góc 2 mặt thoáng. 
-Diện tích: 4x9m, diện tích sử dụng 72m2. 
- Giá bán 910 tr( có thương lượng) + Chiết Khấu
Liên hệ xem nhà A KHiết 0908 913 855.  09 34 32 9546
",tp-house
6832704,"Nhà Nội Bộ Hoàng Quốc Việt. DT: 6,25 X 22. Nhà 3L","nhà nội bộ hoàng quốc việt. dt: 6,25 x 22. nhà 1 hầm 1 lửng 3 lầu 1 thượng. có hầm để xe. -cho thuê nhà đường nội bộ đường hoàng quốc việt, phường phú mỹ, quận 7. - giá thuê: 55 triệu/tháng. - diện tích: 6,25 x 22, 1 hầm, 1 lửng, 3 lầu, 1 thượng. - nhà đẹp 3 lầu mặt tiền đường hoàng quốc việt. - thông với huỳnh tấn phát, nguyễn lương bằng. - thích hợp làm spa, vp cty.",tp-house
1166504,"Bán nhà phố 2 tầng dt 4x11m KDC an ninh, vị trí đẹp, 820 triệu","Tôi cần bán nhà đường Lê Văn Lương, xã Phước Kiển, H.Nhà Bè gần cầu Ông Bốn. KDC đông, an ninh, dân cư trí thức, hạ tầng đồng bộ. Điện nước chính, cáp nét đầy đủ.
Dt: 4 x 11m, có sân trước, sân sau, sân bên hông, sân phơi, phòng khách, nhà bếp, 2 phòng ngủ, 2 toilet, nhà thiết kế gọn gàng, lịch sự.
Giấy tờ nhà đầy đủ, bao công chứng, sang tên cho người mua nhà
Giá bán 820 triệu, lh xem nhà 0934575653 gặp Kiên
",tp-house
1043698,"BÁN NHÀ NGUYÊN CĂN Ở PHƯỚC KIỂN NHÀ BÈ ĐẸP, AN NINH, THOÁNG MÁT MỚI 100%","-	Cách cầu Ông BỐN 250m, hẻm 8m( đường Ô Tô Vào Tận Cửa) 
-	Diện tích 3,2x15, 1 trệt 1 lầu. 2wc,2 phòng ngủ, ban công thoáng mái.
-	Trang trí sẳn tủ bếp trên dưới và rèm cửa...Khu dân cư đông đúc. Gần trường học từ mầm non đến cấp 3, gần công viên, gần lotte mart. 
-	Nhà Xây kiên cố, để ở
-	Liên Hệ  : Chị Ái 0906833419
",tp-house
6670812,Bán nhà 1 trệt lầu 100m đường trung đông 7 hóc môn,cần bán gấp nhà 1 trệt 1 lầu 3 phòng ngủ 2 phòng khách 2 tolet 1 bếp sân trước sân sau gần chợ trường bán kính 1km ai có nhu cầu liên hệ chính chủ k qua trung gian số gặp Anh Hiếu .,tp-house
5889516,"Nhà mặt tiền 3/2, tiện kinh doanh, mở vp cty và ở","mặt tiền đường 3/2, nhà đúc kiên cố, sơn mới sạch sẽ. diện tích: 4,5x20, 1 trệt 3 lầu, sân thượng. 6 phòng+ 1 gác đúc và 7 nhà vệ sinh rất tiện lợi. yên tâm cho thuê dài hạn. cọc 3 tháng + nhà 1 tháng, có thương lượng cho người thiện chí. lưu ý: không cho thuê mở hàng ăn liên hệ xem nhà: phong cám ơn mọi người đã đọc tin và cám ơn chợ tốt đã duyệt tin",tp-house
5711017,Vip để ở!!2.5 tỷ nhà 3 mặt thoáng đẹp long lanh tạ,"- nhà nằm vị trí đẹp 3 mặt thoáng, mới kính coong chỉ việc xách vali đến ở. - 32m2 xây 5 tầng chắc chắn, ngõ thông thoáng xe 3 gác đỗ cửa thoải mái, khu vực dân trí tốt an ninh đảm bảo. - thiết kế: + tầng 1: phòng khách + bếp. + tầng 2, 3, 4: mỗi tầng 1 phòng ngủ + wc. + tầng 5: phòng thờ + sân phơi. sổ đỏ vuông vức, chủ là người thành đạt bán chuyển nhà to hơn. - 2.5 tỷ ( có thương lượng ) chi tiết vui lòng liên hệ mr. tùng dương. luôn nghe máy 24/7 cam kết đưa thông tin chính xác, tránh mất thời gian của đôi bên, không thu bất kỳ khoản chi phí nào.",tp-house
6998774,"cho thuê nhà mặt phố vọng làm trung tâm,spa,văn p","cho thuê nhà phố vọng làm spa, ngân hàng, trung tâm đào tạo 25tr/tháng - diện tích: 50m - mặt tiền: 4m - tổng số tầng : 5 tầng - số tầng cho thuê: 5 tầng tầng 1+2+3+4+5: thiết kế mỗi tầng chia hai phòng nội thất nhà đầy đủ điều hào nóng lạnh nhà nằm vị trí đẹp rất thuận tiện kinh doanh các loại hình như spa, trung tâm đào tạo, văn phòng + hợp đồng tren 3 năm + thanh toán: 6 tháng cọc 1 giá cho thuê: 25tr/tháng có thương lượng",tp-house
2269351,"Bán nhà hẻm Bình Trị Đông,DT 4x12m,đúc thật 1 tấm đẹp","Tôi về quê định cư bán gấp nhà hẻm xe hơi đường Bình Trị Đông,nhà cách mặt tiền 200m, gần Hương Lộ 2,hẻm thông
Nhà xây 1 trệt 1 lầu gồm 3PN, 2WC, 1 bếp, 1PK,ban công thoáng mát. Nhà xây ở nên kiên cố chắc chắn 
Diện tích:4x12m, thiết kế sang trọng, nội thất tiện nghi: đèn điện, tủ kệ bếp, rèm cửa mới,phối màu hài hòa tạo cảm giác rộng rãi thoáng mát, có dây đồng máy lạnh,máy nước nóng năng lượng mặt trời,vòi tắm hoa sen,quạt,truyền hình Cap Và Net… thích hợp định cư lau dài
Khu an ninh, dân trí cao, hẻm bê tông, không ô nhiễm, không ngập nước
Gần chợ, trường học các cấp,siêu thị, bệnh viện, nhà sách, ủy ban… vị trí thuận buôn bán kinh doanh,ở hoặc cho thuê…
Giá rẻ: 2.7 tỷ còn thương lượng ít, sổ hồng riêng chính chủ,bao sang tên, được hỗ trợ vay 70% vốn ngân hàng
LH A Khiêm 0901 312 760 để xem nhà miễn phí, miễn trung gian!
",tp-house
1920117,"Nhà bình tân hẻm thông 1 trệt 1 lầu mới 1.4 tỷ thương lượng, SHR","Nhà bình tân 1 tấm đúc kiên cố, 3x8m, nở hậu, giá 1.4 tỷ, hẻm xe hơi 1/ Tỉnh Lộ 10, gần chợ cây da sà, vòng xoay Phú Lâm, giáp Q6, tiện đi bến xe miền tây, siêu thị AEON, coopmart, đầm sen, Q11, Q10, Q.tân phú…
Nhà gồm 1 trệt, 1 lầu, nhà mới đẹp vào ở ngay, có 2 phòng ngủ, 2 tolet, 1 bếp, 1 phòng khách rộng, cầu thang đúc, tường nhà ốp gạch men, tủ kệ bếp có sẳn, cửa nhà 3 lớp khóa an toàn và hiện đại
Giá 1.4 tỷ còn thương lượng, Hỗ trợ miễn phí vay vốn ngân hàng nếu có nhu cầu
Liên hệ xem bên trong nhà: A. Tùng 0939 530 580, miễn trung gian!
",tp-house
2540594,"Bán nhà số 22 Đường 61 Phường Thảo Điền Quận 2 giá 4,3 tỳ","Bán nhà số 22 Đường 61 Phường Thảo Điền Quận 2
Diện tích: 4x15m
Ưu điểm: Thuộc khu đông dân cư, an ninh, nơi có nhiều người nước ngoài sinh sống.
Tiện mua để ở và làm việc trong khu vực Thảo Điền.
Giá bán: 4,3 tỷ
Liên hệ: 09.0360.0360",tp-house
5682910,Chính chủ Bán Nhà 126m2 nhà gần CV Lê Thị Riêng,"Cần bán nhà hẽm xe hơi 5m, đường Đất Thánh (phía sau nhà thờ Nam Hòa, khu Bắc Hải) diện tíchsd 126 m2, nhà 1 trệt, 1 lững, 2 lầu cách CV Lê Thị Riêng 500m, nằm trên khu vực sầm uất tiện kinh doanh, sinh hoạt giá 5 tỷ1 (Có thương lượng với ng mua chính, miễn trung gian). gặp Thọ chính chủ đứng bán",tp-house
99178,"Bán nhà Kim Giang, Ngõ thông. Lô góc. Ô tô đậu cửa. DT 35m2. Giá 3,65 tỷ.","Chính chủ bán nhà Kim Giang, Hoàng Mai, Hà Nội. - Nhà xây mới 4,5 tầng. DT 35m2. Hướng Tây Bắc. - Kết cấu nhà khung BTCT, kiến trúc hài hòa, Mỗi tầng chia 2 phòng. - Đường trước nhà rộng hơn 3m, ngõ thông, gần với khu đô thị mới Đại Kim. - Khu vực có trình độ dân trí cao, an ninh tốt. Gần trường, chợ. - Giá 3,65 tỷ ( có thương lượng ) - Liên hệ : 0901766383",tp-house
1512648,"Bán nhà Quận 3, Bán nhà mặt tiền Nguyễn Thiện Thuật, Q3, DT: 3,5mx12m,","Nhà bán mặt tiền Nguyễn Thiện Thuật, Q3, DT: 3,5mx12m, 3 tầng, giá 10 Tỷ. 
Kiến trúc nhà đẹp, nhà 1 trệt 2 lầu.
Đường trước nhà rất rộng, xe hơi đậu đỗ thuận lợi. Khu vực rất sầm uất, kinh doanh được rất nhiều ngành nghề, không có căn thứ 2 tốt hơn trên thị trường trong tầm tiền 10 Tỷ trở xuống.
Pháp lý sổ hồng chính chủ.
Liên hệ: 0909.124.069 Tiền Trương (MTG).
",tp-house
803590,"Bán nhà MT đường Sư Vạn Hạnh Q.10, 40m2 (4m x 10m) 1 Lầu, 6.5 Tỷ","Bán nhà MT đường Sư Vạn Hạnh Q.10, 40m2 (4m x 10m) 1 Lầu, 6.5 Tỷ

Vị Trí: gần Lý Thái Tổ, đối diện BV Nhi Đồng

Diện tích: 40m2 (4m x 10m) 1 Lầu

Đặc Điểm: để Ở, bán Điện Thoại, bán Thuốc Tây, làm VP Cty...

Hướng Nhà: tây nam

LH: phước đức đất xanh 0906842248",tp-house
568036,"BÁN NHÀ MELOSA GARDEN 1 TRỆT, 2 LẦU 5X15M 3.7 TỶ, 5X17M 4,2 TỶ, 5X23 5,1 TỶ 8X18M 6.5 TỶ 0902442039","Nhà xây 1 trệt, 2 lầu, hoàn thiện bên ngoài kính cường lực, sơn nước chống rêu mốc chất lượng, có cửa kính cường lực, gara ô tô để xe thoải mái. + Có trung tâm thương mại, trường học, công viên, hồ bơi, phòng tập gym, khu vui chơi trẻ em, sân tennis, siêu thị mini mart. + Giao thông thuận tiện do nằm trên mặt tiền Võ Chí Công, thuận tiện di chuyển qua các khu vực Q1, Q2, Q7. Nhà phố 1 trệt, 2 lầu, hoàn thiện bên ngoài giao thô bên trong, có gara ô tô trước nhà, cửa kính cường lực, ngân hàng Vietcombank, Vietinbank hỗ trợ 70%. Các loại diện tích và giá bán nhà: 5x15, giá 3,7 - 4,45 tỷ. 5x16m, giá 3.880 - 4,1 tỷ. 5x17m, giá 3.76 - 4,3 tỷ. 5x23m, giá 4,5 - 4,7 tỷ. 5x25m, giá 5,1 - 5,4 tỷ. 6x18m, giá 4,5 - 4,9 tỷ. 8x18m, giá 6 - 6,5 tỷ. 10x20m, giá 10 tỷ. Liên hệ ngay để đi tham quan nhà 0902 442 039. Tìm kiếm theo từ khóa:  Bán biệt thự Melosa Garden Quận 9 ,  Bán biệt thự Melosa Garden ,  Bán biệt thự dự án Melosa Garden ,  Bán liền kề Melosa Garden ,  Bán liền kề dự án Melosa Garden ,  Bán liền kề Melosa Garden Quận 9",tp-house
1084595,"Bán nhà Ngõ đường chiến thắng – 35m2, 4 tầng, 3.1 tỷ","Bán nhà Ngõ đường chiến thắng – 35m2, 4 tầng, 3.1 tỷ
Nhà 4 tầng còn mới, Diện tích 35m2, mặt tiền 6m, thiết kế 1 phòng/tầng. Ngõ rộng 6m + 2m vỉa hè. Oto vào nhà
Vị trí cuối đường Chiến Thắng, thuộc khu  phân lô giãn dân Văn Quán
Có thể kinh doanh hoặc làm văn phòng công ty
Sổ đỏ 35m2
Giá: 3.1 tỷ
Liên hệ: A. Hưởng – 0977.639.113

",tp-house
6610773,Bán Nhà mới Trệt 2 lầu Hẻm Trần Đình Xu Q1,"* xuất cảnh cần bán gấp nhà hẻm trần đình xu, p cô giang, quận 1. * dt: 3.9x7,2m, cn 27m2. * kết cấu: trệt, 2 lầu đúc btct, 3 pn 3wc sân thượng, nhà mới dọn vô ở ngay. * hẻm thẳng, cách mặt tiền 15m. * hướng tây bắc. * giá bán: 4.7 tỷ tl",tp-house
5893610,"nguyên căn mặt tiền lê đức thọ, f17 gv kinh doanh","cho thuê nhà nguyên căn mặt tiền lê đức thọ, phường 16, gò vâp gần chợ xóm mới diện tích 3 x 27; trệt, một lửng, hai lầu, 5 phòng ngủ, 3 toillet. vỉa hè rông rải, để xe thoải mái. vị trí đẹp, sầm uất, thích hợp kinh doanh tất cả các ngành nghề, buôn bán tốt. giá thuê nhà là 20.000.000/ tháng tiền thuê nhà trả hàng tháng.",tp-house
6185374,Cho thuê nhà,"cho thuê nhà: •tầng 1 làm văn phòng, kinh doanh. •tầng 3 làm nhà ở gia đình gồm 2 phòng ngủ, nhà vệ sinh, nội thất đầy đủ tiện nghi p/s: tầng 2 ko cho thuê, đường xá rộng rãi thoáng mát, đậu xe hơi thoải mái, gần khu dân trí, và gần trung tâm thành phố (gần nhà thi đấu giao với đường bà triệu) •mọi thông tin liên hệ xin vui lòng liên lạc qua số điện thoại: 0366061049 xin chân thành cám ơn",tp-house
733400,"Vỡ nợ bán gấp nhà mặt tiền Võ Thị Sáu, phường 6, quận 3 DT: 4.2x22 Giá: 17 tỷ 500 Tr","Bán gấp nhà mặt tiền tuyệt đẹp Võ Thị Sáu Phường 6 Quận 3
Cần tiền đáo hạn ngân hàng bán gấp nhà Trung Tâm Quận 3, mặt tiền số …đường Võ Thị Sáu, phường 6, quận 3 ( Gần ngã 3 Phạm Ngọc Thạch ).
Diện tích: 4.2mx21.5m, nhà cấp 4, thuận tiện xây dựng, hướng TB. Khu văn phòng, gần siêu thị, trường học, Trung Tâm Thương Mại... Rất thích hợp mở văn phòng, showroom, nhà hàng, khách sạn... Sổ hồng.
Cần tiền bán rẻ: 17 tỷ 500 Tr
LH: 0913 519 882 A Hải (Chính Chủ)
(không tiếp môi giới)
",tp-house
1782912,"Bán nhà 4x15m một lầu đường âu cơ-phường 10- Q.tân bình giá 2,7 tỷ ","Bán nhà đẹp 4x15m đúc 1 lầu 3pn, 2wc (SHR được công nhận hết ) hẻm 4m, vị trí đẹp  , cách ngã tư âu cơ- lạc long quân vài phút xe máy, gần bệnh viện tân phú , sau lưng trường TH phú thọ hòa , cách chợ trần văn quang 50m , không bị ngập nước , mua cho thuê hoặc đầu tư vẫn có lời
Diện tích  : 4x15= 60m2 – DTSD : 120 m2-LH: 0936.555.402 gặp cô Thảo ( miễn TG or báo )
",tp-house
2528665,"Định cư Copenhagen bán nhà: Lê Văn Sỹ, 56m2, giá 5,50 tỷ. ","Định cư Copenhagen bán nhà: Lê Văn Sỹ, 56m2, giá 5,50 tỷ. 
  Tuyến đường huyết mạch liên thông các Quận của "" Sài Gòn "" .
Mô Tả: 
* Diện tích : 56m2 + Mặt tiền ngang 4,5o mét.
* Khu vực an ninh và quá nhiều tiện ích xung quanh nhà...
* Nhà xây dựng kiên cố 1 trệt 1 lầu đầy đủ công năng vào ở liền ...
LH: Vũ Long 0908 234 484/ 0904 161474 .
Cám ơn các anh, chị đã quan tâm .",tp-house
1522621,"Bán nhà  Q.Phú  Nhuận, Hoa   Lan , DT:4x20, 3  lầu , 11  tỷ","Bán nhà  mặt   tiền  Hoa  Lan , P.2, quận  Phú  Nhuận
•	Diện  tích : 4x20, vuông   vức
•	Kết  cấu : 1  trệt, 2  lầu, sân  thượng, nhà  mới , nội  thất  cao  cấp
•	Vị  trí : Mặt  tiền    đường  Hoa Lan , giáp  quận 1.
•	Khu   vực  trung  tâm Phú  Nhuậnv , sầm uất , tập trung nhiều   Ngân  hàng , Nhà   hàng ,Văn phòng …đầy   đủ  dịch  vụ  trong  bán  kính  200m , giá  trị  khai  thác  cực  lớn, nay  bán  gấp 
•	Giá : 11  tỷ  (TL)
•	Liên  hệ : Hoàng  Yến 0909.68.75.95  (MTG)
",tp-house
6674320,nhà riêng liên cơ nam từ liêm 45m2x3t 5pn full đồ,"tiêu đề:nhà 2 tầng 1 gác lửng, tổng dtích sử dụng 120m2 ...đường liên cơ, phường cầu diễn, phí sau ubnd quận nam từ liêm nội dung :cho thuê văn phòng có thể kết hợp nhà ở, chính chủ, không qua môi giới tổng diện tích sử dụng: 120m2, 5 phòng (tầng 1: 2 phòng; tầng 2: 2 phòng, gác lửng: 1 phòng) mặt tiền 5,4m, đường rộng: 8,5m đầy đủ tiện nghi: điều hoà, tủ lạnh, máy giặt, lò vi sóng, quạt điện, bình nóng lạnh v.v bếp, nhà vệ sinh tiện lợi",tp-house
1182688,"Nhà cho thuê nhà đường  Phan Đình Phùng, Phường 15, Q.Phú Nhuận,","Nhà cho thuê nhà đường  Phan Đình Phùng, Phường 15, Q.Phú Nhuận,
 DT: 4x20, 1 trệt, 4 lầu, 1 sân thượng, 10 phòng, 5 toilet.
Vị trí: gần Huỳnh Văn Bánh với Phan Đình Phùng , tiện làm văn phòng đại diện, phòng khám…kinh doanh tự do
 Giá thuê: 45tr/th
Liên hệ : 0907774356 ( Dung ) 
",tp-house
7013303,"Nhà mới, 5x20 đúc 1 lửng nữa nhà 3PN. F8 Cây Trâm","cần cho thuê nha thuộc quang trung f8 gò vấp dt : 5x19 đúc 1 lửng nữa nhà, có 3pn 2wc. pk rộng dài 8m, có sân 5m . hẻm 2/ . hẻm xe hơi vào tận nhà . nha con moi sạch sẻ. co sẵn 2 may lạnh thinh hơp lam kho xương, gia đình ở, vp công ty. gia 8,5 triệu lh : a. quyết xin tiếp người thiện chí cần thuê. xem nha miễn phí.",tp-house
7031184,PHÒNG TRỌ ĐỦ TIỆN NGHI,"cho thuê phòng đầy đủ tiện nghi không chung chủ, giờ tự do. __địa chỉ: 40/19 trần quang diệu phuong 14 quận 3 _ nhà đẹp sạch sẽ thoáng mát. _ bãi xe free trong nhà rộng rãi ((có hệ thống an ninh cực tốt camera vs cửa vân tay ,cửa cổng rất an toàn)) ___máy giặt trang bị free _ sân thượng 40m để phơi đồ vs ngắm cảnh đọc sách... giá phòng hợp lý. _ không phát sinh chi phí khi vào ở. _ người ở chung có chọn lựa rất lịch sự. +++ điện: 3k5 1kw +++ nước 18k 1 khối có đồng hồ riêng +++ net 50k 1 phòng _đến xem phòng xin gọi trước 30phut .",tp-house
5954489,"Cần thuê nhà nguyên căn tại quận 7 ,giá 3-4tr",-cần thêu nhà nguyên căn tại quận 7 quanh khu vực huỳnh tấn phát,tp-house
6179097,phòng CHUNG CƯ MINI CHÍNH CHỦ,"nóng lạnh, giường, tủ + khu để xe tầng 1 rông rãi có thể để đến 40 xe. + điều hoà + khép kín + phòng như hình đăng **** an ninh: + k chung chủ. + giờ giấc tự do, thoải mái về thời gian + camera an ninh. + cổng ra vào vân tay **** phí dịch vụ: + điện 3,5k/số. + nước 30k/ khối + internet 100k/phòng/tháng. + để xe tầng 1 free. + toà nhà có máy giặt dịch vụ tại tầng 6. **** giá phòng và thanh toán: + gía chỉ 2,6 tr/tháng. tùy từng phòng + vào ở ngay + thanh toán 03 tháng một lần, đặt cọc 01 tháng. t",tp-house
2034564,"Bán nhà đường Hương Lộ 2, DT 4x14m, 3 lầu 1 sân thượng, hẻm ô tô","Bán gấp nhà hẻm rộng Hương Lộ 2, hẻm nhựa xe hơi vào thoải mái, khu nhà cao tầng và biệt thự chiếm đa số.
Diện tích: 4x14m, đúc 1 trệt 3 lầu 1 sân thượng có 5PN, 5WC, 1 phòng thờ, 1 bếp, 1 PK sang trọng, sân thượng ban công thoáng mát tiện trồng cây xanh hoặc mở party, điện nước âm tường, hệ thống điện tự động ngắt, giếng trời thông thoáng.
Nhà sử dụng nội thất cao cấp, trang trí hoa văn tinh tế, tủ rượu tủ gỗ âm tường, cầu thang gỗ tay vịn lát đá hoa cương, nền gạch đá kim sa, tủ kệ bếp gỗ trên dưới, máy lạnh, máy nước nóng hiện đại, truyền hình cáp và nét, cửa 3 lớp khóa trộm hiện đại và an toàn.
Gần chợ, bệnh viện quận bình tân, trường học, siêu thị, bách hóa xanh, ngân hàng, trung tâm lớn, chợ lớn...
Giá tốt 3.2 tỷ còn thương lượng, sổ riêng chính chủ.
Bao sang tên, được hỗ trợ vay 70% vốn ngân hàng.
LH A.Khiêm 0901.312.760 để xem nhà miễn phí, miễn trung gian!
",tp-house
579289,"BÁN NHÀ MT ĐƯỜNG LŨY BÁN BÍCH, 14X28M, GẦN NGÃ TƯ HÒA BÌNH, 39 TỶ","Bán gấp nhà MT đường Lũy Bán Bích, diện tích nhà: 14x38m, hiện trạng nhà cấp 4 còn mới đẹp, đang cho thuê 50 triệu/t, vị trí kinh doanh buôn bán rất sầm uất, đây là tuyến đường huyết mạch sầm uất nhất quận Tân Phú, kết nối cách quận Tân Bình - Tân Phú - quận 11, và quận 6, khu vực xây dựng được nhà cao tầng, vị trí thích hợp xây cao ốc, văn phòng cho thuê, trung tâm ngoại ngữ,... Giá bán: 39 tỷ. Điện thoại: 0919419468 Mr Quới. BĐS Phương Thành. Địa chỉ: 25 Nguyễn Cửu Đàm, P. Tân Sơn Nhì, Q. Tân Phú. Website: http://phuongthanhreal.vn/ Nhận ký gửi cho thuê hoặc bán nhà. Tìm kiếm theo từ khóa:  Bán nhà mặt phố phường Tân Thới Hòa ,  Bán nhà mặt phố phường Tân Thới Hòa Tân Phú ,  Bán nhà mặt phố đường Lũy Bán Bích ,  Bán nhà mặt phố đường Lũy Bán Bích Tân Phú ,  Bán nhà mặt phố đường Lũy Bán Bích phường Tân Thới Hòa",tp-house
7005823,Phòng trọ cao cấp - quận7,"- full nội thất sang trọng, miễn phí dọn phòng - vị trí thuận tiện huỳnh tấn phát, quận 7 � chỉ còn 5 phòng - ưu đãi cực kì dễ thương cho các bạn có nhã ý kiến hợp đồng dài hạn",tp-house
669338,"BÁN NHÀ PHỐ THƯƠNG MẠI CAO CẤP UNI - TOWN, 2 MẶT TIỀN, THANH TOÁN 8 NĂM KHÔNG LÃI SUẤT - TT TP MỚI","1. Vị trí: 
- Đối diện cổng chính KCN (Visip II) Việt Nam Singapor 2 
- Đối diện chùa Bà Thiên Hậu Và chùa Khánh Hội 
- Nằm bên cạnh Trung tâm Văn Hoá lớn nhất Đông Nam á. 
- Liền kề chợ Phú Chánh A 
- Liền kề Trung tâm tài chính-Ngân hàng, Trung Tâm thương mại-nhà hàng 
- Cách trung tâm Hành Chính Chính Trị Tập Trung 200m 
- Khu công viên, hồ nước rộng lớn, thoáng mát, Khách sạn Lucky Squart 200m 
- Trường cấp 1,2,3 Ngô Thời Nhiệm và trường THCS, THPT Nguyễn Khuyến 
- Bệnh viện quốc tế và các trường học quốc tế... 
- Khu công nghệ cao Mapletree (các chuyên gia nước ngoài) 
2. Nhà phố 2 mặt tiền 
Diện tích đất xây dựng: 5mx19m, 5mx21m, 6mx18m... có nhiều mẫu nhà để lựa chọn. 
3. Quy mô xây dựng: 1 triệt - 3 lầu - sân thượng, đã hoàn thiện nhà. 
4. Thanh toán: trong 8 năm không lãi suất 
- Giá gốc: 4,6 tỷ. 
Unitown rất thuận lợi để đầu tư làm văn phòng, khách sạn, kinh doanh..... 
Có xe đưa đón khách xem nhà mỗi ngay
Vui lòng Liên hệ: 0902.522.338",tp-house
6671886,Phòng nội thất mới cho thuê,"căn hộ mini đường nguyễn kiệm gò vấp cho thuê có máy lạnh. máy nước nóng. tủ nệm. tủ quần áo. bàn làm việc. toilet trong phòng. có chỗ để xe miễn phí. có máy giặt miễn phí. có ban công rộng. có chỗ nấu ăn. phòng từ 20-30m2. giá từ: 3,8 - 5 triệu/ tháng. hẻm 843 nguyễn kiệm, phường 3, gò vấp. chủ nhà cho thuê: ( a. nam ) cảm ơn admin và các bạn đã xem tin.",tp-house
1794005,"  Bán xưởng 2 mặt tiền đường Lê Văn Khương, Q.12 giá cả thỏa thuận","gần các công ty, xí nghiệp, khu đông dân, thuận lợi buôn bán, kinh doanh, sản xuất các mặt hàng",tp-house
1273926,"Nhà cấp 4, hẻm 130 Lê Đình Cẩn","

Bán nhà cấp 4, hẻm 130 Lê Đình Cẩn (hẻm thông). Diện tích 4x10, đúc lững: 1PK, 2PN, Bếp, Toilet...Nhà nằm vị trí đẹp, tiện kinh doanh mua bán nhỏ. Hẻm trước nhà 5m, ô tô ra vào dễ dàng. Nhà gần chợ, trường học, bệnh viện...Sổ hồng riêng, hỗ trợ đăng bộ sang tên. Giá 1.25 tỷ. Lh chị Diễm 0935 037 646
",tp-house
